"id_trabajo","titulo","salario_usd","moneda","nivel_experiencia","tipo_contrato","localizacion","tamano_empresa","modalidad","habilidades","titulacion","anos_experiencia","industria","fecha_publicacion","fecha_limite_aplicacion","longitud_descripcion","escala_beneficios","empresa","residencia_empleado"
"AI05648","Ingeniero/a de Sistemas Autonomos",57600,"USD","ejecutivo","temporal","India","pequeña","remoto","Hadoop, PyTorch, Spark","master",10,"inmobiliaria","2025-01-18","2025-02-19",1769,9.1,"DeepTech Ventures","Vietnam"
"AI05649","Ingeniero de Vision por Computadora",53542,"USD","principiante","temporal","Irlanda","pequeña","hibrido","Scala, Azure, Python","doctorado",0,"consultoria","2025-03-24","2025-04-19",2480,8.8,"Smart Analytics","Irlanda"
"AI05650","Consultor de IA",151442,"USD","ejecutivo","parcial","Finlandia","grande","presencial","Python, Spark, Computer Vision","doctorado",15,"tecnologia","2024-12-17","2025-02-25",2014,9.9,"Cognitive Computing","Chile"
"AI05651","Analista de Datos",113037,"USD","avanzado","temporal","Corea del Sur","pequeña","remoto","Kubernetes, PyTorch, GCP","tecnico superior",5,"telecomunicaciones","2024-01-26","2024-03-05",1389,7.0,"Smart Analytics","Vietnam"
"AI05652","Consultor de IA",63321,"AUD","principiante","parcial","Australia","mediana","hibrido","Data Visualization, Computer Vision, Docker, R","doctorado",0,"energia","2024-03-27","2024-05-19",2054,6.5,"Cloud AI Solutions","Australia"
"AI05653","Director/a de Inteligencia Artificial",216696,"EUR","ejecutivo","parcial","Paises Bajos","grande","remoto","R, SQL, Deep Learning, Spark, Linux","tecnico superior",10,"energia","2024-04-11","2024-05-08",2464,5.3,"Autonomous Tech","Argentina"
"AI05654","Consultor de IA",68832,"CAD","intermedio","temporal","Canada","pequeña","presencial","Tableau, Linux, TensorFlow, Data Visualization, Hadoop","grado",3,"telecomunicaciones","2024-01-13","2024-01-29",2000,8.1,"Predictive Systems","Canada"
"AI05655","Gerente de Producto de IA",125853,"JPY","avanzado","temporal","Japon","grande","hibrido","Scala, R, Docker, Computer Vision","grado",7,"finanzas","2024-06-17","2024-08-17",645,5.4,"Future Systems","Japon"
"AI05656","Arquitecto de IA",90307,"USD","intermedio","autonomo","Corea del Sur","grande","remoto","Git, SQL, GCP, Azure","doctorado",2,"telecomunicaciones","2024-03-06","2024-05-15",1785,8.2,"Digital Transformation LLC","Corea del Sur"
"AI05657","Ingeniero de Software de IA",208536,"USD","ejecutivo","temporal","Noruega","grande","presencial","Computer Vision, MLOps, Git","grado",11,"consultoria","2024-11-30","2025-01-27",1876,9.1,"Predictive Systems","Noruega"
"AI05658","Ingeniero de Datos",79479,"USD","avanzado","parcial","China","grande","hibrido","MLOps, PyTorch, Kubernetes","master",9,"educacion","2024-02-12","2024-03-25",861,6.0,"Algorithmic Solutions","Finlandia"
"AI05659","Gerente de Producto de IA",145587,"JPY","avanzado","autonomo","Japon","pequeña","hibrido","SQL, PyTorch, TensorFlow, Hadoop, Tableau","grado",7,"minorista","2025-03-07","2025-03-22",1397,9.9,"Autonomous Tech","Japon"
"AI05660","Ingeniero de Robotica",237771,"USD","ejecutivo","parcial","Corea del Sur","grande","hibrido","Linux, Python, MLOps","grado",15,"educacion","2025-02-06","2025-04-20",1107,5.9,"Quantum Computing Inc","Corea del Sur"
"AI05661","Especialista en IA",131882,"CHF","intermedio","temporal","Suiza","mediana","hibrido","Tableau, Scala, R","tecnico superior",4,"tecnologia","2024-04-21","2024-05-13",1742,7.2,"Predictive Systems","Suiza"
"AI05662","Cientifico/a de Datos Principal",194531,"USD","avanzado","parcial","Dinamarca","grande","remoto","PyTorch, Hadoop, Tableau, Azure, TensorFlow","tecnico superior",5,"finanzas","2024-07-09","2024-08-12",2058,8.9,"Smart Analytics","Corea del Sur"
"AI05663","Ingeniero de Robotica",170274,"CHF","intermedio","autonomo","Suiza","grande","presencial","SQL, Kubernetes, Scala, Data Visualization, PyTorch","doctorado",3,"consultoria","2024-04-28","2024-05-22",1146,9.7,"DataVision Ltd","Suiza"
"AI05664","Arquitecto de IA",238256,"GBP","ejecutivo","temporal","Reino Unido","mediana","presencial","Hadoop, Java, Tableau, Deep Learning","master",18,"salud","2024-01-28","2024-03-03",1005,7.2,"Machine Intelligence Group","Reino Unido"
"AI05665","Ingeniero de Procesamiento de Lenguaje Natural",98574,"USD","intermedio","autonomo","Estados Unidos","pequeña","hibrido","GCP, Statistics, Hadoop","doctorado",4,"finanzas","2025-03-30","2025-05-12",916,9.1,"Machine Intelligence Group","Estados Unidos"
"AI05666","Director/a de Inteligencia Artificial",84725,"EUR","intermedio","parcial","Alemania","grande","hibrido","Java, Scala, Hadoop, Linux, AWS","master",3,"energia","2024-06-14","2024-07-27",1296,6.4,"Quantum Computing Inc","Alemania"
"AI05667","Consultor de IA",237420,"USD","ejecutivo","autonomo","Estados Unidos","grande","hibrido","PyTorch, NLP, MLOps, Mathematics, Kubernetes","tecnico superior",17,"energia","2025-04-20","2025-06-04",2368,7.6,"DataVision Ltd","Estados Unidos"
"AI05668","Cientifico Investigador",94852,"SGD","intermedio","temporal","Singapur","mediana","presencial","TensorFlow, Scala, Kubernetes, NLP, Python","doctorado",3,"medios","2024-12-25","2025-01-12",1503,9.1,"TechCorp Inc","Singapur"
"AI05669","Ingeniero de Procesamiento de Lenguaje Natural",53187,"EUR","principiante","parcial","Austria","mediana","presencial","Python, Docker, NLP","grado",1,"politica","2024-10-02","2024-11-02",2170,8.4,"Cognitive Computing","Austria"
"AI05670","Director/a de Inteligencia Artificial",85325,"USD","principiante","completo","Noruega","grande","remoto","MLOps, GCP, Kubernetes, Hadoop, SQL","grado",0,"transporte","2024-10-16","2024-11-24",2270,9.4,"Autonomous Tech","Noruega"
"AI05671","Analista de Datos",84861,"EUR","intermedio","parcial","Francia","mediana","remoto","Scala, Hadoop, Computer Vision, Data Visualization","tecnico superior",3,"tecnologia","2025-02-26","2025-04-29",1644,8.7,"Autonomous Tech","Francia"
"AI05672","Ingeniero de Aprendizaje Automatico",110677,"EUR","intermedio","temporal","Paises Bajos","mediana","presencial","PyTorch, Docker, Tableau","master",4,"consultoria","2024-06-30","2024-08-16",500,7.2,"Digital Transformation LLC","Países Bajos"
"AI05673","Ingeniero de Aprendizaje Automatico",55583,"EUR","principiante","autonomo","Francia","pequeña","presencial","Statistics, PyTorch, R","doctorado",0,"salud","2024-04-19","2024-05-14",602,8.8,"Cloud AI Solutions","Francia"
"AI05674","Ingeniero de Aprendizaje Profundo",103137,"SGD","intermedio","temporal","Singapur","pequeña","remoto","R, GCP, SQL","doctorado",3,"videojuegos","2025-03-18","2025-04-20",546,7.8,"AI Innovations","Reino Unido"
"AI05675","Ingeniero/a de Sistemas Autonomos",94118,"SGD","intermedio","completo","Singapur","mediana","remoto","GCP, Docker, PyTorch, SQL","grado",4,"inmobiliaria","2024-05-23","2024-06-13",1065,6.1,"Future Systems","Singapur"
"AI05676","Gerente de Producto de IA",263320,"USD","ejecutivo","autonomo","Irlanda","grande","remoto","Data Visualization, Azure, Git, Python, Spark","grado",12,"telecomunicaciones","2025-03-11","2025-05-21",1510,8.9,"Predictive Systems","Irlanda"
"AI05677","Cientifico/a de Datos Principal",81751,"USD","ejecutivo","completo","China","pequeña","hibrido","Statistics, Data Visualization, SQL, Python, Tableau","doctorado",19,"inmobiliaria","2024-01-16","2024-03-20",2349,9.8,"DeepTech Ventures","Indonesia"
"AI05678","Gerente de Producto de IA",69515,"USD","principiante","parcial","Israel","mediana","remoto","Python, SQL, Tableau, R, AWS","master",1,"politica","2024-05-14","2024-06-03",1662,6.0,"TechCorp Inc","Japon"
"AI05679","Consultor de IA",102539,"USD","avanzado","parcial","Irlanda","mediana","hibrido","Linux, TensorFlow, PyTorch, Data Visualization","tecnico superior",7,"tecnologia","2024-06-29","2024-08-26",1816,9.1,"Neural Networks Co","Nueva Zelanda"
"AI05680","Consultor de IA",83366,"EUR","intermedio","parcial","Alemania","mediana","hibrido","Python, Computer Vision, AWS","tecnico superior",3,"telecomunicaciones","2024-11-28","2025-01-28",1453,5.1,"Digital Transformation LLC","Alemania"
"AI05681","Analista de Datos",103994,"JPY","intermedio","temporal","Japon","pequeña","hibrido","Linux, Scala, R","grado",3,"energia","2025-04-03","2025-05-27",1046,7.6,"TechCorp Inc","Japon"
"AI05682","Especialista en IA",63790,"USD","principiante","parcial","Irlanda","mediana","presencial","SQL, Spark, Computer Vision","tecnico superior",1,"tecnologia","2024-05-14","2024-07-11",1573,8.0,"Algorithmic Solutions","Irlanda"
"AI05683","Ingeniero de Vision por Computadora",223100,"EUR","ejecutivo","parcial","Paises Bajos","pequeña","remoto","AWS, Data Visualization, Tableau, Hadoop, Statistics","tecnico superior",12,"finanzas","2024-09-23","2024-11-18",698,6.7,"Predictive Systems","Tailandia"
"AI05684","Ingeniero de Robotica",60827,"USD","principiante","completo","Suecia","pequeña","remoto","Scala, Spark, Kubernetes, Docker, NLP","tecnico superior",0,"manufactura","2024-03-04","2024-03-21",1247,7.5,"AI Innovations","Suecia"
"AI05685","Arquitecto de IA",77717,"USD","intermedio","completo","Estados Unidos","pequeña","presencial","Hadoop, Scala, TensorFlow","master",3,"transporte","2024-03-08","2024-05-13",1519,9.4,"Machine Intelligence Group","Mexico"
"AI05686","Ingeniero de Aprendizaje Automatico",97963,"USD","intermedio","temporal","Corea del Sur","grande","remoto","Git, TensorFlow, Tableau, Data Visualization","tecnico superior",3,"energia","2024-12-13","2025-01-05",2218,5.8,"Cognitive Computing","Kenia"
"AI05687","Ingeniero de Datos",214315,"USD","ejecutivo","parcial","Estados Unidos","mediana","presencial","PyTorch, Azure, Kubernetes, Deep Learning, TensorFlow","tecnico superior",18,"medios","2024-11-08","2024-12-25",1940,6.2,"Quantum Computing Inc","Estados Unidos"
"AI05688","Ingeniero/a de Sistemas Autonomos",71291,"USD","principiante","autonomo","Dinamarca","mediana","remoto","Docker, Scala, AWS, Python","master",0,"consultoria","2024-07-27","2024-08-31",1540,9.6,"Quantum Computing Inc","Dinamarca"
"AI05689","Cientifico de Datos",87518,"USD","principiante","temporal","Estados Unidos","grande","presencial","AWS, PyTorch, Scala, Hadoop","grado",1,"salud","2024-12-13","2025-01-04",906,5.9,"AI Innovations","Vietnam"
"AI05690","Investigador/a en Machine Learning",149558,"USD","avanzado","autonomo","Estados Unidos","pequeña","presencial","Azure, SQL, TensorFlow, Kubernetes","grado",5,"medios","2024-07-27","2024-09-12",2478,7.1,"AI Innovations","Estados Unidos"
"AI05691","Consultor de IA",107945,"AUD","intermedio","completo","Australia","mediana","presencial","Hadoop, Computer Vision, Kubernetes, Tableau, Azure","doctorado",2,"manufactura","2024-04-25","2024-07-02",2267,5.8,"Autonomous Tech","Australia"
"AI05692","Ingeniero de Aprendizaje Automatico",63957,"USD","ejecutivo","completo","China","pequeña","hibrido","Linux, Tableau, TensorFlow, Computer Vision","doctorado",12,"educacion","2024-02-01","2024-03-24",2482,9.6,"Autonomous Tech","Australia"
"AI05693","Arquitecto de IA",93563,"EUR","intermedio","temporal","Alemania","pequeña","presencial","Data Visualization, Python, SQL, Kubernetes","tecnico superior",3,"medios","2024-06-24","2024-08-24",953,9.0,"Cloud AI Solutions","Alemania"
"AI05694","Investigador de IA",161134,"EUR","avanzado","completo","Francia","grande","remoto","R, Data Visualization, Python, Docker","doctorado",6,"inmobiliaria","2024-08-04","2024-09-01",2303,5.8,"Machine Intelligence Group","Francia"
"AI05695","Cientifico/a de Datos Principal",212931,"CAD","ejecutivo","completo","Canada","pequeña","presencial","SQL, Linux, Python","master",12,"tecnologia","2024-04-13","2024-05-18",1452,6.8,"TechCorp Inc","Nueva Zelanda"
"AI05696","Gerente de Producto de IA",119167,"USD","intermedio","temporal","Dinamarca","mediana","remoto","Linux, Azure, MLOps, Kubernetes","master",2,"automocion","2024-04-27","2024-06-12",1621,9.3,"DataVision Ltd","Dinamarca"
"AI05697","Director/a de Inteligencia Artificial",102382,"USD","principiante","completo","Dinamarca","mediana","remoto","Tableau, Spark, NLP, PyTorch, Computer Vision","doctorado",1,"politica","2025-02-21","2025-05-02",1096,5.2,"Predictive Systems","Dinamarca"
"AI05698","Especialista en IA",69931,"USD","intermedio","parcial","Finlandia","pequeña","remoto","Kubernetes, GCP, Computer Vision, AWS","doctorado",4,"transporte","2025-03-25","2025-05-23",1511,5.2,"Predictive Systems","Finlandia"
"AI05699","Ingeniero/a de Sistemas Autonomos",61743,"SGD","principiante","temporal","Singapur","mediana","hibrido","PyTorch, Computer Vision, Tableau","doctorado",1,"tecnologia","2024-11-28","2025-01-03",1091,10.0,"Predictive Systems","Singapur"
"AI05700","Gerente de Producto de IA",70132,"AUD","intermedio","completo","Australia","pequeña","hibrido","Scala, Data Visualization, Docker, R","tecnico superior",4,"transporte","2024-01-12","2024-02-23",2242,5.7,"Digital Transformation LLC","Australia"
"AI05701","Ingeniero de Robotica",96886,"JPY","intermedio","completo","Japon","pequeña","presencial","Git, Hadoop, SQL, Python, Kubernetes","master",3,"consultoria","2024-03-13","2024-05-22",1366,8.7,"Future Systems","Japon"
"AI05702","Investigador de IA",200782,"EUR","ejecutivo","parcial","Paises Bajos","mediana","hibrido","Linux, Java, Kubernetes, TensorFlow","doctorado",15,"consultoria","2025-03-07","2025-05-13",840,5.2,"Digital Transformation LLC","Suiza"
"AI05703","Analista de Datos",23579,"USD","principiante","autonomo","India","grande","hibrido","Java, PyTorch, Statistics, Deep Learning","tecnico superior",0,"transporte","2025-02-04","2025-03-03",1565,9.2,"Cloud AI Solutions","India"
"AI05704","Ingeniero de Procesamiento de Lenguaje Natural",55614,"AUD","principiante","parcial","Australia","mediana","presencial","Java, Hadoop, NLP, Linux","grado",1,"consultoria","2024-12-16","2025-02-18",2492,8.0,"Algorithmic Solutions","Australia"
"AI05705","Gerente de Producto de IA",150781,"EUR","avanzado","autonomo","Alemania","mediana","remoto","Spark, Tableau, Hadoop, Computer Vision","master",5,"minorista","2024-07-22","2024-09-02",1421,5.3,"Cognitive Computing","Nigeria"
"AI05706","Especialista en IA",131468,"EUR","avanzado","temporal","Austria","grande","presencial","Kubernetes, PyTorch, MLOps, GCP, R","master",8,"tecnologia","2024-12-27","2025-01-31",2220,8.5,"Advanced Robotics","Luxemburgo"
"AI05707","Ingeniero de Aprendizaje Profundo",72393,"EUR","principiante","completo","Francia","mediana","presencial","PyTorch, Kubernetes, SQL, Scala","grado",1,"energia","2024-02-10","2024-03-22",2211,9.4,"Cloud AI Solutions","Francia"
"AI05708","Ingeniero de Procesamiento de Lenguaje Natural",139017,"USD","avanzado","parcial","Suecia","grande","remoto","MLOps, Computer Vision, R, PyTorch","tecnico superior",5,"manufactura","2025-02-27","2025-05-02",1808,9.8,"Autonomous Tech","Suecia"
"AI05709","Cientifico/a de Datos Principal",112229,"USD","intermedio","autonomo","Dinamarca","pequeña","hibrido","Scala, GCP, SQL, Hadoop, Data Visualization","grado",4,"tecnologia","2024-03-03","2024-05-13",702,8.6,"Digital Transformation LLC","Dinamarca"
"AI05710","Ingeniero/a de Operaciones de Aprendizaje Automatico",88643,"USD","intermedio","autonomo","Corea del Sur","mediana","remoto","MLOps, Data Visualization, Azure, AWS","tecnico superior",4,"manufactura","2024-12-20","2025-01-16",2308,7.5,"Cognitive Computing","Corea del Sur"
"AI05711","Director/a de Inteligencia Artificial",119522,"USD","intermedio","temporal","Dinamarca","pequeña","presencial","Deep Learning, Docker, Git, Mathematics","tecnico superior",4,"finanzas","2025-01-09","2025-03-08",1799,5.9,"Predictive Systems","Estados Unidos"
"AI05712","Ingeniero de Procesamiento de Lenguaje Natural",146464,"EUR","avanzado","temporal","Paises Bajos","mediana","remoto","MLOps, AWS, SQL","doctorado",6,"inmobiliaria","2024-05-24","2024-07-21",2415,9.5,"Cloud AI Solutions","Dinamarca"
"AI05713","Cientifico de Datos",98192,"CAD","avanzado","temporal","Canada","pequeña","remoto","SQL, PyTorch, GCP, R, Computer Vision","doctorado",6,"telecomunicaciones","2024-07-25","2024-08-11",1143,9.1,"Cloud AI Solutions","Canada"
"AI05714","Ingeniero de Aprendizaje Automatico",80479,"USD","principiante","completo","Noruega","grande","remoto","Kubernetes, NLP, Spark, Deep Learning","tecnico superior",1,"salud","2025-04-26","2025-07-02",1630,8.7,"Future Systems","Noruega"
"AI05715","Ingeniero de Datos",152265,"EUR","ejecutivo","completo","Paises Bajos","pequeña","hibrido","MLOps, Python, Computer Vision, Linux, TensorFlow","master",12,"medios","2025-04-16","2025-05-25",1049,9.7,"AI Innovations","Países Bajos"
"AI05716","Ingeniero de Software de IA",77835,"USD","principiante","completo","Noruega","pequeña","presencial","Azure, Python, GCP, TensorFlow","doctorado",1,"tecnologia","2024-01-10","2024-03-11",1316,5.8,"Quantum Computing Inc","Noruega"
"AI05717","Arquitecto de IA",63922,"JPY","principiante","completo","Japon","grande","hibrido","NLP, Python, TensorFlow, Linux","master",1,"energia","2025-04-21","2025-05-12",1569,8.7,"AI Innovations","Japon"
"AI05718","Ingeniero de Procesamiento de Lenguaje Natural",257100,"JPY","ejecutivo","autonomo","Japon","grande","presencial","TensorFlow, Tableau, Docker, NLP","tecnico superior",15,"automocion","2025-02-04","2025-04-12",876,9.3,"DeepTech Ventures","Finlandia"
"AI05719","Ingeniero de Aprendizaje Profundo",88350,"USD","intermedio","completo","Finlandia","grande","hibrido","Python, Linux, Statistics, Computer Vision","tecnico superior",4,"transporte","2024-07-04","2024-08-20",986,7.7,"Neural Networks Co","China"
"AI05720","Especialista en IA",99465,"USD","intermedio","autonomo","Dinamarca","pequeña","hibrido","GCP, Data Visualization, Spark, R","grado",4,"politica","2025-03-31","2025-05-09",1730,5.3,"Algorithmic Solutions","Francia"
"AI05721","Ingeniero de Procesamiento de Lenguaje Natural",179088,"USD","ejecutivo","temporal","Noruega","pequeña","hibrido","Python, SQL, Deep Learning, Git, Docker","grado",14,"medios","2024-07-11","2024-07-26",1923,8.1,"Predictive Systems","Rumania"
"AI05722","Ingeniero de Datos",159540,"USD","avanzado","completo","Dinamarca","grande","remoto","Mathematics, Git, NLP","tecnico superior",6,"energia","2024-10-06","2024-11-16",1350,9.0,"AI Innovations","Dinamarca"
"AI05723","Ingeniero de Aprendizaje Profundo",37477,"USD","intermedio","completo","India","mediana","hibrido","Spark, Scala, Linux, Deep Learning, SQL","doctorado",2,"automocion","2024-05-24","2024-07-26",2369,9.3,"Predictive Systems","India"
"AI05724","Cientifico Investigador",133739,"SGD","intermedio","parcial","Singapur","grande","presencial","Computer Vision, AWS, Kubernetes","tecnico superior",4,"educacion","2025-02-08","2025-02-28",865,7.1,"Advanced Robotics","Rusia"
"AI05725","Investigador de IA",373674,"CHF","ejecutivo","completo","Suiza","grande","hibrido","R, Python, Statistics, Scala, Deep Learning","tecnico superior",16,"automocion","2024-04-19","2024-05-21",626,9.6,"Cloud AI Solutions","Suiza"
"AI05726","Director/a de Inteligencia Artificial",57593,"USD","intermedio","parcial","Corea del Sur","pequeña","remoto","Docker, Linux, AWS, Scala","tecnico superior",3,"minorista","2024-11-01","2024-12-15",1985,8.3,"TechCorp Inc","China"
"AI05727","Investigador/a en Machine Learning",62998,"USD","avanzado","completo","China","pequeña","presencial","Statistics, Scala, NLP, MLOps, Azure","grado",7,"inmobiliaria","2024-12-01","2025-02-01",1256,7.4,"Machine Intelligence Group","China"
"AI05728","Cientifico Investigador",99028,"SGD","avanzado","temporal","Singapur","pequeña","remoto","Docker, Spark, AWS","doctorado",5,"minorista","2024-12-26","2025-01-29",1673,9.8,"Advanced Robotics","Singapur"
"AI05729","Analista de Datos",283076,"USD","ejecutivo","temporal","Noruega","pequeña","hibrido","NLP, Deep Learning, Spark, MLOps","master",15,"finanzas","2024-01-19","2024-02-05",1350,7.5,"Cloud AI Solutions","Noruega"
"AI05730","Cientifico de Datos",77013,"USD","intermedio","autonomo","Corea del Sur","grande","presencial","Statistics, Mathematics, Java","master",2,"minorista","2024-10-12","2024-11-16",916,7.2,"TechCorp Inc","Corea del Sur"
"AI05731","Ingeniero de Vision por Computadora",88457,"USD","intermedio","completo","Corea del Sur","grande","remoto","Python, Kubernetes, Spark, GCP","master",4,"salud","2024-09-01","2024-09-19",2182,5.6,"Cognitive Computing","Corea del Sur"
"AI05732","Investigador/a en Machine Learning",99330,"USD","intermedio","temporal","Corea del Sur","grande","presencial","Computer Vision, GCP, Kubernetes, SQL","grado",4,"politica","2024-10-21","2024-11-27",2415,9.3,"AI Innovations","Corea del Sur"
"AI05733","Cientifico de Datos",65665,"USD","principiante","temporal","Israel","pequeña","presencial","Python, Azure, Statistics","doctorado",1,"politica","2024-10-29","2024-12-23",1506,7.6,"Autonomous Tech","Israel"
"AI05734","Arquitecto de IA",92187,"USD","intermedio","completo","Israel","mediana","presencial","Hadoop, NLP, MLOps","doctorado",3,"manufactura","2024-02-20","2024-04-23",1555,5.9,"Smart Analytics","Israel"
"AI05735","Ingeniero/a de Operaciones de Aprendizaje Automatico",72655,"USD","intermedio","completo","Israel","mediana","remoto","GCP, Python, Tableau, Kubernetes","tecnico superior",3,"manufactura","2024-11-02","2024-12-22",1742,6.7,"DeepTech Ventures","Israel"
"AI05736","Ingeniero/a de Operaciones de Aprendizaje Automatico",117047,"CAD","avanzado","autonomo","Canada","mediana","remoto","Linux, SQL, Computer Vision, Kubernetes, PyTorch","grado",6,"salud","2024-07-03","2024-09-06",2314,9.0,"TechCorp Inc","Canada"
"AI05737","Analista de Datos",66295,"USD","principiante","completo","Israel","grande","hibrido","GCP, Linux, Spark","master",1,"medios","2025-02-12","2025-04-10",1387,5.2,"Neural Networks Co","Israel"
"AI05738","Especialista en IA",159977,"USD","avanzado","temporal","Estados Unidos","grande","remoto","SQL, Docker, Mathematics, Computer Vision, AWS","tecnico superior",9,"finanzas","2025-04-13","2025-06-13",1434,9.0,"Cognitive Computing","Estados Unidos"
"AI05739","Ingeniero/a de Operaciones de Aprendizaje Automatico",213245,"EUR","ejecutivo","temporal","Paises Bajos","pequeña","remoto","SQL, Hadoop, Tableau","grado",17,"finanzas","2025-03-21","2025-04-22",1998,9.0,"DeepTech Ventures","Países Bajos"
"AI05740","Director/a de Inteligencia Artificial",119945,"EUR","ejecutivo","temporal","Austria","pequeña","hibrido","Java, SQL, Git, Docker","doctorado",10,"transporte","2024-02-13","2024-03-11",1193,6.3,"Algorithmic Solutions","Estados Unidos"
"AI05741","Ingeniero de Robotica",216153,"USD","ejecutivo","parcial","Finlandia","grande","remoto","TensorFlow, Python, Data Visualization, Statistics","master",10,"minorista","2024-07-03","2024-07-22",2438,8.4,"Smart Analytics","Nigeria"
"AI05742","Analista de Datos",40020,"USD","intermedio","completo","India","grande","hibrido","Python, SQL, Computer Vision, Git, Linux","master",4,"salud","2025-03-14","2025-05-26",666,5.6,"Neural Networks Co","India"
"AI05743","Arquitecto de IA",92086,"CAD","intermedio","temporal","Canada","grande","presencial","NLP, Kubernetes, Python, Git","doctorado",2,"consultoria","2024-04-28","2024-06-23",1486,8.5,"Predictive Systems","Suiza"
"AI05744","Gerente de Producto de IA",200654,"GBP","ejecutivo","completo","Reino Unido","mediana","remoto","Git, Java, Scala","master",19,"consultoria","2024-12-13","2025-02-04",1872,9.7,"TechCorp Inc","Luxemburgo"
"AI05745","Ingeniero de Vision por Computadora",68829,"USD","principiante","temporal","Estados Unidos","pequeña","remoto","Scala, Hadoop, TensorFlow","doctorado",1,"videojuegos","2024-10-27","2024-12-04",1492,9.3,"Cognitive Computing","Estados Unidos"
"AI05746","Director/a de Inteligencia Artificial",197686,"USD","ejecutivo","temporal","Noruega","mediana","hibrido","Kubernetes, Docker, Data Visualization, Git, Hadoop","doctorado",17,"energia","2024-03-03","2024-04-24",2251,5.2,"Advanced Robotics","Noruega"
"AI05747","Gerente de Producto de IA",165557,"USD","ejecutivo","parcial","Finlandia","mediana","presencial","TensorFlow, Spark, Tableau, Computer Vision, MLOps","tecnico superior",12,"minorista","2025-03-19","2025-05-30",1803,5.4,"Smart Analytics","Finlandia"
"AI05748","Arquitecto de IA",66906,"USD","principiante","temporal","Irlanda","pequeña","remoto","Java, Kubernetes, Statistics","tecnico superior",0,"manufactura","2024-12-13","2025-02-19",1384,8.8,"TechCorp Inc","Argentina"
"AI05749","Ingeniero de Software de IA",59768,"USD","ejecutivo","completo","China","pequeña","remoto","SQL, Linux, Git, Mathematics","doctorado",16,"consultoria","2024-07-11","2024-08-27",793,8.3,"Cognitive Computing","China"
"AI05750","Arquitecto de IA",139169,"GBP","avanzado","completo","Reino Unido","mediana","presencial","Data Visualization, GCP, Computer Vision, Azure, Kubernetes","tecnico superior",7,"transporte","2024-08-22","2024-09-10",1739,10.0,"Future Systems","Reino Unido"
"AI05751","Ingeniero de Procesamiento de Lenguaje Natural",177662,"JPY","ejecutivo","autonomo","Japon","grande","hibrido","MLOps, Statistics, PyTorch, Spark, Java","doctorado",14,"transporte","2025-02-13","2025-03-14",1326,8.3,"Machine Intelligence Group","Japon"
"AI05752","Ingeniero/a de Operaciones de Aprendizaje Automatico",81894,"JPY","intermedio","autonomo","Japon","pequeña","presencial","Python, TensorFlow, Docker, Mathematics","doctorado",2,"manufactura","2024-12-30","2025-01-24",808,9.2,"AI Innovations","Turquia"
"AI05753","Ingeniero de Vision por Computadora",213516,"USD","ejecutivo","parcial","Israel","grande","hibrido","AWS, Docker, Mathematics, Python","tecnico superior",10,"automocion","2024-12-03","2025-02-11",907,7.4,"Algorithmic Solutions","Japon"
"AI05754","Ingeniero de Aprendizaje Profundo",231165,"EUR","ejecutivo","autonomo","Austria","mediana","presencial","Python, SQL, Azure","master",17,"energia","2025-02-03","2025-03-01",1994,9.8,"Machine Intelligence Group","Suecia"
"AI05755","Especialista en IA",110726,"AUD","avanzado","parcial","Australia","pequeña","hibrido","Deep Learning, Java, NLP","doctorado",8,"transporte","2024-04-27","2024-05-14",2129,5.1,"Neural Networks Co","Estonia"
"AI05756","Cientifico Investigador",83571,"USD","ejecutivo","parcial","China","grande","hibrido","MLOps, PyTorch, Git, Scala, Linux","master",18,"finanzas","2024-02-25","2024-04-13",2311,8.0,"Predictive Systems","China"
"AI05757","Ingeniero de Procesamiento de Lenguaje Natural",232736,"USD","ejecutivo","completo","Dinamarca","mediana","presencial","Hadoop, Deep Learning, NLP, Python, TensorFlow","master",17,"salud","2024-10-06","2024-12-08",577,6.9,"Neural Networks Co","Dinamarca"
"AI05758","Ingeniero de Robotica",127623,"AUD","avanzado","temporal","Australia","pequeña","hibrido","Data Visualization, Kubernetes, Java, Deep Learning, Docker","grado",7,"transporte","2024-09-21","2024-11-05",2226,6.7,"TechCorp Inc","Australia"
"AI05759","Ingeniero de Vision por Computadora",120233,"USD","intermedio","temporal","Estados Unidos","mediana","remoto","Python, R, Tableau, AWS, Hadoop","grado",4,"consultoria","2025-01-25","2025-03-04",2398,8.8,"Neural Networks Co","Estados Unidos"
"AI05760","Ingeniero de Procesamiento de Lenguaje Natural",138054,"CAD","ejecutivo","autonomo","Canada","mediana","presencial","Spark, TensorFlow, PyTorch, NLP, Docker","master",11,"manufactura","2024-11-10","2024-12-08",2103,10.0,"Machine Intelligence Group","Canada"
"AI05761","Especialista en IA",217066,"USD","ejecutivo","autonomo","Estados Unidos","mediana","remoto","GCP, Scala, Data Visualization","doctorado",14,"videojuegos","2025-01-09","2025-02-23",1157,8.5,"Algorithmic Solutions","Ucrania"
"AI05762","Analista de Datos",210737,"USD","ejecutivo","temporal","Israel","pequeña","hibrido","Statistics, Mathematics, PyTorch, AWS, Computer Vision","doctorado",10,"politica","2024-01-22","2024-04-03",2498,8.0,"Machine Intelligence Group","Suecia"
