"id_trabajo","titulo_id","empresa_id","salario_usd","moneda","nivel_experiencia","tipo_contrato","modalidad","anos_experiencia","industria_id","fecha_publicacion","fecha_limite_aplicacion","longitud_descripcion","escala_beneficios","residencia_empleado"
"AI07346",7,6,72953.0,"SGD","principiante","completo","presencial",1,6,"2024-08-17","2024-10-20",706,8.1,"Rusia"
"AI07347",13,8,145761.0,"EUR","avanzado","completo","hibrido",8,9,"2024-03-16","2024-04-01",756,5.4,"Países Bajos"
"AI07348",4,7,203224.0,"USD","avanzado","parcial","presencial",6,11,"2024-07-26","2024-08-27",1287,7.6,"Noruega"
"AI07349",4,14,242702.0,"EUR","ejecutivo","temporal","presencial",14,3,"2024-05-31","2024-08-10",882,8.1,"Países Bajos"
"AI07350",7,16,46733.0,"CAD","principiante","completo","presencial",0,2,"2024-09-16","2024-11-07",698,9.2,"Canada"
"AI07351",11,9,85044.0,"USD","intermedio","temporal","presencial",2,1,"2024-09-14","2024-09-28",933,5.4,"Noruega"
"AI07352",15,3,90679.0,"EUR","intermedio","parcial","presencial",4,4,"2024-09-25","2024-11-05",2118,6.7,"Suecia"
"AI07353",13,10,81449.0,"EUR","intermedio","temporal","presencial",2,1,"2024-09-17","2024-11-27",1721,8.7,"Países Bajos"
"AI07354",13,3,79173.0,"EUR","principiante","temporal","hibrido",0,11,"2025-01-10","2025-03-19",1994,7.1,"Francia"
"AI07355",11,9,266789.0,"USD","ejecutivo","autonomo","remoto",16,7,"2024-08-28","2024-10-23",693,9.9,"Dinamarca"
"AI07356",11,11,170028.0,"CHF","avanzado","autonomo","hibrido",8,5,"2024-10-10","2024-12-10",1166,7.2,"Suiza"
"AI07357",12,4,26042.0,"USD","principiante","parcial","hibrido",0,1,"2025-01-01","2025-02-25",2059,5.7,"Vietnam"
"AI07358",19,7,192917.0,"EUR","ejecutivo","parcial","hibrido",15,6,"2025-04-16","2025-05-10",1803,9.1,"Francia"
"AI07359",2,7,106638.0,"USD","intermedio","temporal","remoto",2,3,"2024-07-26","2024-08-09",1911,9.4,"Republica Checa"
"AI07360",11,3,76474.0,"USD","ejecutivo","autonomo","hibrido",10,11,"2024-01-14","2024-02-27",585,7.9,"India"
"AI07361",14,5,177950.0,"USD","avanzado","completo","hibrido",5,13,"2024-11-04","2024-12-09",2298,6.1,"Estados Unidos"
"AI07362",11,14,104483.0,"CHF","intermedio","autonomo","hibrido",2,9,"2024-10-19","2024-12-13",2315,6.7,"Suiza"
"AI07363",13,4,64384.0,"JPY","principiante","autonomo","presencial",1,10,"2024-12-06","2024-12-20",1208,6.2,"Turquia"
"AI07364",6,15,50482.0,"SGD","principiante","parcial","remoto",1,12,"2024-09-22","2024-11-01",2204,7.6,"Singapur"
"AI07365",1,10,151120.0,"EUR","avanzado","autonomo","hibrido",5,9,"2024-08-11","2024-09-26",1422,8.1,"Alemania"
"AI07366",20,15,145148.0,"USD","intermedio","autonomo","hibrido",3,13,"2025-03-06","2025-04-15",2298,8.0,"Noruega"
"AI07367",11,3,46232.0,"CAD","principiante","parcial","remoto",0,8,"2024-07-28","2024-09-01",1275,8.8,"Canada"
"AI07368",3,15,192522.0,"CAD","ejecutivo","completo","remoto",10,3,"2024-10-19","2024-12-31",2175,8.2,"Canada"
"AI07369",11,8,227433.0,"USD","ejecutivo","completo","presencial",18,7,"2024-10-07","2024-11-11",543,7.2,"Suecia"
"AI07370",16,2,104134.0,"USD","avanzado","parcial","presencial",5,11,"2024-11-17","2024-12-20",1295,7.5,"Finlandia"
"AI07371",4,16,193260.0,"USD","avanzado","parcial","presencial",7,3,"2024-06-01","2024-08-04",1662,8.4,"Noruega"
"AI07372",20,9,215088.0,"EUR","ejecutivo","temporal","hibrido",15,5,"2024-01-20","2024-03-26",1288,6.2,"Alemania"
"AI07373",18,7,74692.0,"USD","intermedio","completo","presencial",4,4,"2024-05-28","2024-08-05",1682,7.3,"Suecia"
"AI07374",8,5,89378.0,"EUR","intermedio","completo","hibrido",2,4,"2024-10-01","2024-12-05",2365,5.0,"Francia"
"AI07375",6,9,222964.0,"USD","ejecutivo","autonomo","presencial",17,3,"2024-10-15","2024-12-04",1826,6.1,"Colombia"
"AI07376",5,12,219494.0,"USD","ejecutivo","temporal","hibrido",17,1,"2024-07-05","2024-08-21",996,5.5,"Hungria"
"AI07377",20,6,132643.0,"EUR","avanzado","temporal","hibrido",9,8,"2024-07-08","2024-09-03",920,8.3,"Países Bajos"
"AI07378",3,7,54621.0,"USD","ejecutivo","parcial","presencial",18,12,"2024-07-08","2024-08-09",1912,5.8,"Brasil"
"AI07379",8,2,149274.0,"GBP","avanzado","parcial","presencial",5,11,"2024-11-02","2025-01-09",834,5.2,"Reino Unido"
"AI07380",12,15,79871.0,"SGD","principiante","autonomo","hibrido",0,14,"2025-04-30","2025-05-18",2489,5.3,"Singapur"
"AI07381",3,8,240902.0,"USD","ejecutivo","parcial","remoto",12,2,"2025-01-05","2025-01-23",1762,7.9,"Filipinas"
"AI07382",9,14,88819.0,"CAD","intermedio","autonomo","remoto",3,5,"2025-01-26","2025-03-13",1594,8.5,"Canada"
"AI07383",12,9,245168.0,"JPY","ejecutivo","completo","remoto",11,8,"2024-10-04","2024-11-17",1753,7.0,"Noruega"
"AI07384",17,7,226851.0,"USD","ejecutivo","autonomo","hibrido",17,6,"2025-01-17","2025-03-15",1652,9.6,"Finlandia"
"AI07385",14,2,65693.0,"USD","intermedio","parcial","hibrido",2,11,"2024-02-22","2024-03-10",910,8.2,"Rusia"
"AI07386",4,6,173491.0,"EUR","avanzado","autonomo","presencial",9,5,"2025-04-01","2025-06-09",515,8.3,"Países Bajos"
"AI07387",2,2,78460.0,"CAD","intermedio","parcial","hibrido",3,2,"2025-01-16","2025-03-30",2303,5.9,"Argentina"
"AI07388",15,6,87156.0,"USD","intermedio","completo","presencial",2,1,"2024-03-27","2024-05-18",2028,8.5,"Republica Checa"
"AI07389",3,6,251231.0,"CHF","ejecutivo","parcial","remoto",17,13,"2024-03-28","2024-05-17",1025,8.3,"Suiza"
"AI07390",3,11,75609.0,"USD","principiante","completo","hibrido",1,5,"2025-04-20","2025-06-25",1240,9.5,"Dinamarca"
"AI07391",1,14,85774.0,"USD","intermedio","temporal","hibrido",4,8,"2024-05-04","2024-07-03",1310,6.9,"Letonia"
"AI07392",5,7,270769.0,"USD","ejecutivo","parcial","remoto",14,5,"2025-01-07","2025-03-21",1665,9.4,"Israel"
"AI07393",1,14,56999.0,"USD","principiante","temporal","hibrido",1,1,"2024-07-25","2024-08-28",1690,5.6,"Estados Unidos"
"AI07394",13,13,95205.0,"EUR","avanzado","parcial","presencial",5,12,"2024-01-19","2024-02-09",923,7.5,"Alemania"
"AI07395",16,7,116878.0,"USD","avanzado","autonomo","remoto",8,8,"2024-07-27","2024-10-03",1058,8.2,"Corea del Sur"
"AI07396",18,16,92083.0,"CAD","intermedio","completo","presencial",3,3,"2024-05-25","2024-07-02",1467,7.0,"Canada"
"AI07397",2,6,89908.0,"USD","principiante","completo","hibrido",1,13,"2024-01-26","2024-03-01",989,9.4,"Dinamarca"
"AI07398",14,13,82155.0,"EUR","intermedio","temporal","hibrido",2,12,"2024-05-16","2024-06-21",2168,5.9,"Francia"
"AI07399",17,13,250839.0,"USD","ejecutivo","completo","remoto",15,12,"2024-02-08","2024-03-25",1727,6.1,"Finlandia"
"AI07400",18,11,141610.0,"USD","avanzado","completo","remoto",7,15,"2025-02-07","2025-03-15",2115,8.5,"Estados Unidos"
"AI07401",13,5,134017.0,"USD","avanzado","completo","presencial",9,7,"2025-02-14","2025-03-31",1735,5.1,"Dinamarca"
"AI07402",15,7,287847.0,"EUR","ejecutivo","autonomo","remoto",19,15,"2024-09-22","2024-10-20",1149,5.7,"Países Bajos"
"AI07403",20,6,72341.0,"USD","ejecutivo","completo","remoto",15,8,"2024-08-11","2024-09-10",2228,8.0,"Turquia"
"AI07404",13,7,196644.0,"EUR","ejecutivo","temporal","presencial",16,3,"2024-07-11","2024-08-16",2103,5.2,"Turquia"
"AI07405",6,10,80695.0,"GBP","intermedio","completo","remoto",4,15,"2025-02-13","2025-03-05",1974,5.5,"Reino Unido"
"AI07406",5,15,112650.0,"USD","principiante","autonomo","hibrido",0,1,"2024-03-12","2024-04-20",1124,7.0,"Dinamarca"
"AI07407",10,3,138862.0,"USD","intermedio","completo","hibrido",3,1,"2024-07-18","2024-08-03",1894,6.7,"Estados Unidos"
"AI07408",7,4,92680.0,"CHF","principiante","parcial","hibrido",1,12,"2024-05-10","2024-07-01",974,8.1,"Suiza"
"AI07409",12,5,106542.0,"USD","principiante","temporal","presencial",0,9,"2024-05-16","2024-06-19",1892,5.1,"Estados Unidos"
"AI07410",7,8,57987.0,"EUR","principiante","temporal","presencial",0,15,"2025-04-15","2025-05-07",2129,8.9,"Estados Unidos"
"AI07411",7,3,224659.0,"USD","ejecutivo","parcial","hibrido",15,10,"2024-08-30","2024-09-14",585,6.2,"Vietnam"
"AI07412",6,16,223546.0,"CHF","ejecutivo","completo","remoto",12,14,"2024-07-08","2024-08-07",1511,9.0,"Corea del Sur"
"AI07413",20,3,151758.0,"CHF","intermedio","temporal","presencial",3,10,"2024-04-09","2024-05-05",946,9.4,"Suiza"
"AI07414",15,15,46742.0,"USD","principiante","temporal","hibrido",1,14,"2024-04-24","2024-07-06",1123,6.7,"Italia"
"AI07415",12,13,159242.0,"USD","ejecutivo","parcial","remoto",10,12,"2024-12-31","2025-02-08",1926,6.1,"Finlandia"
"AI07416",16,2,87254.0,"USD","principiante","completo","presencial",1,14,"2024-08-12","2024-10-08",992,6.8,"Brasil"
"AI07417",20,4,62366.0,"USD","principiante","temporal","hibrido",1,5,"2024-02-21","2024-04-02",1969,5.4,"Singapur"
"AI07418",1,10,194278.0,"USD","avanzado","autonomo","hibrido",7,13,"2024-10-24","2024-12-09",809,8.9,"Israel"
"AI07419",10,9,107060.0,"SGD","avanzado","temporal","remoto",9,14,"2025-01-31","2025-04-09",884,9.5,"Singapur"
"AI07420",10,9,125649.0,"USD","avanzado","autonomo","hibrido",5,2,"2025-03-29","2025-06-06",1974,10.0,"Irlanda"
"AI07421",14,9,151908.0,"USD","ejecutivo","parcial","remoto",10,5,"2024-02-24","2024-05-01",1600,9.1,"Suecia"
"AI07422",13,14,207008.0,"CHF","avanzado","temporal","presencial",7,14,"2024-05-05","2024-06-01",1235,9.0,"Suiza"
"AI07423",1,1,93359.0,"CHF","principiante","temporal","remoto",1,8,"2025-01-02","2025-02-02",1179,9.9,"Suiza"
"AI07424",20,2,102494.0,"AUD","intermedio","autonomo","presencial",4,2,"2024-07-18","2024-08-23",1974,5.4,"Australia"
"AI07425",19,15,82281.0,"EUR","intermedio","autonomo","hibrido",4,4,"2024-08-16","2024-09-18",828,6.0,"Francia"
"AI07426",8,6,148607.0,"USD","avanzado","completo","presencial",9,3,"2024-10-18","2024-11-04",1627,8.7,"Finlandia"
"AI07427",18,12,97107.0,"USD","intermedio","autonomo","hibrido",4,3,"2025-01-23","2025-03-19",596,7.2,"Finlandia"
"AI07428",3,13,156750.0,"USD","avanzado","temporal","hibrido",6,5,"2024-06-24","2024-07-20",617,6.3,"Noruega"
"AI07429",1,5,43046.0,"USD","intermedio","temporal","remoto",4,8,"2024-07-28","2024-09-04",532,7.9,"Mexico"
"AI07430",18,12,259249.0,"CAD","ejecutivo","autonomo","hibrido",13,12,"2024-11-16","2025-01-19",1880,8.9,"Canada"
"AI07431",17,11,76203.0,"USD","intermedio","completo","presencial",2,7,"2024-01-09","2024-03-20",2304,9.0,"Suecia"
"AI07432",3,15,145647.0,"USD","avanzado","parcial","remoto",8,1,"2024-07-05","2024-09-09",1327,8.5,"Filipinas"
"AI07433",15,16,61066.0,"EUR","principiante","temporal","presencial",1,4,"2024-03-15","2024-05-11",2259,6.9,"Portugal"
"AI07434",15,1,186576.0,"USD","avanzado","temporal","remoto",6,2,"2025-04-15","2025-06-04",1906,8.8,"Noruega"
"AI07435",11,9,132277.0,"USD","avanzado","temporal","presencial",9,8,"2024-04-04","2024-05-05",820,8.4,"Irlanda"
"AI07436",19,4,170334.0,"USD","avanzado","autonomo","hibrido",7,14,"2025-02-01","2025-03-04",807,6.0,"Polonia"
"AI07437",20,4,124463.0,"USD","avanzado","temporal","remoto",8,3,"2024-04-24","2024-05-19",2246,6.2,"Corea del Sur"
"AI07438",15,4,82706.0,"USD","intermedio","temporal","hibrido",4,9,"2024-11-15","2025-01-18",756,9.0,"Suecia"
"AI07439",14,12,250961.0,"CHF","ejecutivo","autonomo","remoto",13,12,"2024-04-07","2024-05-06",1666,9.8,"Suiza"
"AI07440",6,10,77065.0,"EUR","principiante","temporal","hibrido",0,2,"2025-04-28","2025-06-26",2078,5.5,"Dinamarca"
"AI07441",6,15,60980.0,"AUD","principiante","autonomo","remoto",1,11,"2024-10-27","2024-11-30",1528,7.9,"Noruega"
"AI07442",9,14,122642.0,"JPY","avanzado","completo","presencial",6,2,"2024-09-04","2024-11-04",1486,8.7,"Canada"
"AI07443",11,7,126416.0,"USD","intermedio","completo","presencial",2,14,"2024-06-03","2024-07-07",1354,7.2,"Noruega"
"AI07444",16,10,43069.0,"USD","principiante","completo","hibrido",1,12,"2024-05-15","2024-07-09",2034,8.9,"China"
"AI07445",10,13,191754.0,"SGD","ejecutivo","autonomo","presencial",19,15,"2024-01-26","2024-03-13",1056,6.3,"Singapur"
"AI07446",9,11,89978.0,"SGD","intermedio","parcial","remoto",4,5,"2025-03-19","2025-05-31",2223,6.2,"Singapur"
"AI07447",8,16,69497.0,"SGD","principiante","temporal","presencial",1,10,"2024-11-02","2024-12-27",2304,7.0,"Singapur"
"AI07448",19,11,68144.0,"CAD","principiante","temporal","remoto",0,5,"2024-09-03","2024-11-09",1002,5.6,"Polonia"
"AI07449",11,2,245939.0,"JPY","ejecutivo","autonomo","hibrido",15,14,"2025-04-07","2025-06-19",1029,6.1,"Japon"
"AI07450",4,2,143618.0,"EUR","ejecutivo","temporal","remoto",12,11,"2024-01-11","2024-03-02",1998,6.3,"Francia"
"AI07451",12,15,118901.0,"EUR","intermedio","autonomo","remoto",4,1,"2024-02-11","2024-03-09",2248,5.5,"Países Bajos"
"AI07452",20,3,31907.0,"USD","intermedio","parcial","presencial",4,12,"2025-03-26","2025-05-25",2009,8.9,"India"
"AI07453",15,12,165521.0,"USD","ejecutivo","parcial","presencial",16,9,"2024-02-17","2024-03-09",993,9.5,"Suecia"
"AI07454",9,8,143655.0,"USD","avanzado","autonomo","remoto",7,13,"2024-01-01","2024-02-16",1009,5.6,"Finlandia"
"AI07455",3,10,18305.0,"USD","principiante","temporal","presencial",1,3,"2024-01-02","2024-01-18",1652,5.8,"India"
"AI07456",9,16,103388.0,"CHF","principiante","parcial","presencial",0,10,"2025-04-26","2025-07-06",1717,5.4,"Israel"
"AI07457",18,13,216271.0,"USD","ejecutivo","autonomo","remoto",14,11,"2024-10-25","2024-12-10",666,6.3,"Israel"
"AI07458",18,12,54685.0,"JPY","principiante","parcial","hibrido",0,13,"2024-08-28","2024-11-03",1196,6.3,"Japon"
"AI07459",13,15,101910.0,"USD","avanzado","completo","hibrido",6,12,"2025-04-15","2025-06-11",1897,7.4,"Canada"
"AI07460",8,9,232335.0,"JPY","ejecutivo","autonomo","remoto",19,4,"2024-10-18","2024-12-11",606,9.1,"Japon"
"AI07461",7,6,196676.0,"GBP","ejecutivo","parcial","hibrido",18,4,"2024-02-11","2024-02-29",1568,8.1,"Reino Unido"
"AI07462",7,8,97001.0,"USD","intermedio","parcial","remoto",2,9,"2024-07-30","2024-08-17",1730,8.6,"Singapur"
"AI07463",12,5,141916.0,"EUR","avanzado","autonomo","remoto",9,15,"2024-10-20","2024-11-28",2447,6.7,"Alemania"
"AI07464",7,1,58453.0,"USD","principiante","completo","presencial",1,5,"2024-01-25","2024-02-08",524,9.4,"Malasia"
"AI07465",14,8,65377.0,"EUR","principiante","completo","presencial",0,4,"2024-04-17","2024-06-19",1603,5.8,"Alemania"
"AI07466",7,1,84606.0,"SGD","intermedio","autonomo","remoto",3,7,"2024-10-21","2024-11-08",2113,9.1,"Singapur"
"AI07467",13,3,61087.0,"EUR","principiante","completo","presencial",0,2,"2025-04-26","2025-06-18",2334,6.1,"Francia"
"AI07468",19,8,66540.0,"AUD","principiante","autonomo","presencial",0,9,"2024-06-28","2024-08-14",2020,7.2,"China"
"AI07469",11,14,148528.0,"USD","avanzado","completo","presencial",9,8,"2025-01-23","2025-03-09",874,7.4,"Israel"
"AI07470",8,7,126440.0,"USD","ejecutivo","completo","remoto",18,1,"2024-09-04","2024-09-23",764,5.9,"Corea del Sur"
"AI07471",17,7,117780.0,"CHF","principiante","completo","presencial",1,3,"2025-04-28","2025-05-21",2477,6.3,"Suiza"
"AI07472",20,14,129661.0,"USD","ejecutivo","completo","hibrido",10,12,"2024-03-02","2024-04-02",914,6.2,"Ucrania"
"AI07473",5,1,46753.0,"EUR","principiante","parcial","presencial",0,15,"2024-05-25","2024-07-06",1228,6.7,"Austria"
"AI07474",4,10,43491.0,"USD","ejecutivo","autonomo","presencial",12,9,"2024-10-16","2024-12-15",1489,7.5,"Vietnam"
"AI07475",14,7,120298.0,"SGD","intermedio","parcial","presencial",3,5,"2024-02-25","2024-04-24",890,5.4,"Singapur"
"AI07476",13,6,260872.0,"USD","ejecutivo","completo","presencial",13,10,"2025-03-23","2025-04-20",1870,5.4,"Noruega"
"AI07477",5,15,71601.0,"AUD","principiante","completo","hibrido",0,10,"2025-04-25","2025-06-10",1267,5.9,"Australia"
"AI07478",7,6,49525.0,"USD","ejecutivo","autonomo","hibrido",15,15,"2024-04-28","2024-05-20",1446,8.2,"Portugal"
"AI07479",20,12,82352.0,"USD","principiante","autonomo","hibrido",1,9,"2024-04-25","2024-05-30",1036,9.6,"Irlanda"
"AI07480",11,12,238897.0,"USD","ejecutivo","temporal","presencial",12,1,"2024-05-05","2024-06-11",638,7.1,"Noruega"
"AI07481",20,13,64610.0,"USD","principiante","temporal","remoto",1,14,"2024-06-04","2024-07-04",552,6.9,"Israel"
"AI07482",9,6,121207.0,"USD","ejecutivo","autonomo","hibrido",12,9,"2024-08-10","2024-09-07",1835,8.7,"Finlandia"
"AI07483",15,15,118359.0,"JPY","avanzado","autonomo","hibrido",7,13,"2024-11-13","2024-12-24",1107,6.4,"Japon"
"AI07484",19,4,176333.0,"CHF","avanzado","autonomo","presencial",8,10,"2024-11-03","2024-11-30",1123,5.5,"Suiza"
"AI07485",6,3,137799.0,"USD","avanzado","temporal","hibrido",8,12,"2024-06-20","2024-08-31",1243,7.2,"Irlanda"
"AI07486",14,3,147983.0,"USD","ejecutivo","temporal","hibrido",16,11,"2025-02-06","2025-04-01",1503,8.1,"Rusia"
"AI07487",20,15,44458.0,"USD","principiante","completo","presencial",0,8,"2024-03-26","2024-06-06",2344,5.6,"Finlandia"
"AI07488",13,8,182046.0,"EUR","ejecutivo","temporal","presencial",17,14,"2024-02-02","2024-04-12",2221,6.0,"Países Bajos"
"AI07489",5,9,89818.0,"SGD","principiante","autonomo","remoto",0,5,"2024-03-29","2024-05-26",636,5.7,"Singapur"
"AI07490",19,9,154108.0,"GBP","avanzado","temporal","presencial",8,15,"2025-02-15","2025-04-01",1863,9.1,"Nueva Zelanda"
"AI07491",18,6,77976.0,"USD","principiante","completo","presencial",1,14,"2024-06-14","2024-07-24",2169,6.7,"Irlanda"
"AI07492",4,16,158800.0,"AUD","avanzado","completo","remoto",5,4,"2024-08-04","2024-09-29",895,5.4,"Australia"
"AI07493",12,2,269552.0,"CHF","ejecutivo","autonomo","hibrido",16,14,"2024-09-26","2024-11-21",1202,8.9,"Suiza"
"AI07494",13,13,40777.0,"USD","avanzado","completo","hibrido",6,8,"2024-04-21","2024-05-20",1471,9.3,"India"
"AI07495",1,8,40524.0,"USD","principiante","autonomo","presencial",1,7,"2024-01-20","2024-03-08",1447,7.8,"China"
"AI07496",10,12,104604.0,"USD","avanzado","parcial","remoto",8,14,"2024-03-17","2024-05-24",1519,7.1,"Mexico"
"AI07497",17,16,108828.0,"GBP","avanzado","autonomo","hibrido",7,12,"2024-11-22","2024-12-14",2377,5.6,"Indonesia"
"AI07498",10,16,332899.0,"USD","ejecutivo","autonomo","presencial",10,8,"2024-09-23","2024-10-12",786,8.8,"Dinamarca"
"AI07499",10,11,282331.0,"USD","ejecutivo","autonomo","presencial",17,13,"2024-09-01","2024-10-17",2115,9.5,"Estados Unidos"
"AI07500",5,4,50649.0,"USD","intermedio","completo","presencial",3,7,"2024-05-04","2024-07-05",754,7.3,"China"
"AI07501",10,4,74786.0,"JPY","principiante","autonomo","remoto",1,12,"2024-01-11","2024-01-30",1792,8.0,"Ucrania"
"AI07502",7,12,246647.0,"USD","ejecutivo","temporal","hibrido",11,8,"2024-05-12","2024-06-24",1926,8.9,"Colombia"
"AI07503",7,3,219909.0,"USD","ejecutivo","temporal","presencial",17,13,"2024-09-06","2024-10-21",798,7.7,"Noruega"
"AI07504",20,8,137360.0,"SGD","ejecutivo","parcial","remoto",13,13,"2025-03-29","2025-05-29",1811,9.3,"Noruega"
"AI07505",16,12,80377.0,"USD","principiante","temporal","hibrido",1,9,"2024-05-15","2024-06-13",1584,6.0,"Estados Unidos"
"AI07506",12,4,150710.0,"JPY","avanzado","parcial","remoto",6,2,"2024-06-13","2024-08-14",2040,5.4,"Japon"
"AI07507",2,6,165703.0,"USD","ejecutivo","temporal","hibrido",16,1,"2025-03-29","2025-05-05",1006,6.0,"Irlanda"
"AI07508",10,14,89181.0,"USD","principiante","autonomo","presencial",0,11,"2025-02-18","2025-03-20",875,7.7,"Singapur"
"AI07509",5,7,179770.0,"CHF","avanzado","autonomo","presencial",6,15,"2024-09-15","2024-10-17",2220,8.3,"Suiza"
"AI07510",11,11,148095.0,"USD","avanzado","autonomo","presencial",8,13,"2024-06-17","2024-08-16",784,9.3,"Suecia"
"AI07511",12,8,86619.0,"USD","intermedio","parcial","presencial",4,7,"2024-01-19","2024-03-27",1171,7.7,"Suecia"
"AI07512",3,11,94298.0,"USD","avanzado","autonomo","remoto",6,11,"2024-11-06","2024-12-28",1362,6.9,"Corea del Sur"
"AI07513",4,11,196323.0,"USD","avanzado","temporal","presencial",8,2,"2024-12-13","2025-01-04",1981,6.6,"Noruega"
"AI07514",5,10,21114.0,"USD","principiante","temporal","remoto",0,11,"2025-03-21","2025-04-15",2127,5.5,"India"
"AI07515",19,13,149569.0,"EUR","avanzado","autonomo","remoto",5,14,"2024-04-30","2024-06-24",2372,8.1,"Austria"
"AI07516",7,14,103038.0,"USD","intermedio","autonomo","presencial",2,11,"2025-03-14","2025-05-03",1504,7.8,"Suecia"
"AI07517",2,14,118703.0,"USD","avanzado","parcial","hibrido",5,5,"2024-10-09","2024-12-04",536,5.4,"Israel"
"AI07518",6,10,65083.0,"USD","principiante","autonomo","hibrido",1,13,"2024-05-31","2024-07-21",2356,7.8,"Vietnam"
"AI07519",16,10,143495.0,"USD","avanzado","parcial","remoto",8,5,"2024-12-31","2025-01-18",811,7.4,"Noruega"
"AI07520",18,5,158654.0,"USD","avanzado","autonomo","hibrido",7,5,"2024-10-28","2024-12-21",1527,6.8,"Noruega"
"AI07521",2,1,76071.0,"EUR","intermedio","autonomo","remoto",2,10,"2024-07-08","2024-08-14",688,8.4,"Países Bajos"
"AI07522",16,8,70355.0,"USD","intermedio","autonomo","hibrido",2,4,"2024-07-25","2024-08-24",2367,5.2,"Finlandia"
"AI07523",16,5,100575.0,"CAD","intermedio","temporal","remoto",2,15,"2025-01-04","2025-01-24",1421,6.6,"Canada"
"AI07524",11,3,137502.0,"GBP","avanzado","autonomo","hibrido",9,15,"2024-07-24","2024-09-02",1538,5.6,"Reino Unido"
"AI07525",16,15,76419.0,"AUD","principiante","completo","presencial",0,10,"2024-10-13","2024-12-25",925,9.2,"Australia"
"AI07526",20,6,76902.0,"USD","intermedio","parcial","hibrido",4,10,"2024-09-20","2024-10-23",2336,8.8,"Finlandia"
"AI07527",10,13,89926.0,"USD","principiante","temporal","hibrido",1,14,"2024-06-11","2024-07-23",1513,7.4,"China"
"AI07528",17,4,213625.0,"EUR","ejecutivo","completo","hibrido",14,15,"2024-09-14","2024-11-13",2394,9.8,"Filipinas"
"AI07529",14,14,160222.0,"EUR","ejecutivo","autonomo","hibrido",14,1,"2024-01-07","2024-03-03",885,8.1,"Austria"
"AI07530",7,11,35947.0,"USD","intermedio","autonomo","hibrido",4,3,"2024-11-28","2024-12-18",2230,5.0,"España"
"AI07531",17,9,53653.0,"SGD","principiante","temporal","presencial",1,7,"2024-10-16","2024-12-23",2404,6.5,"Brasil"
"AI07532",19,10,108963.0,"EUR","avanzado","temporal","presencial",7,8,"2025-01-20","2025-03-09",1210,8.2,"Portugal"
"AI07533",12,5,77378.0,"USD","intermedio","temporal","presencial",4,11,"2024-06-16","2024-08-12",1392,5.7,"Estonia"
"AI07534",7,5,84375.0,"EUR","intermedio","temporal","presencial",4,9,"2025-03-30","2025-05-07",2486,7.8,"Alemania"
"AI07535",14,1,212229.0,"CAD","ejecutivo","temporal","presencial",18,13,"2024-09-30","2024-11-27",1563,8.4,"Canada"
"AI07536",11,5,122917.0,"USD","ejecutivo","completo","presencial",14,4,"2024-05-31","2024-07-02",1245,8.0,"Israel"
"AI07537",10,10,75040.0,"EUR","principiante","temporal","hibrido",0,4,"2024-01-03","2024-01-24",843,6.2,"Francia"
"AI07538",1,1,302015.0,"USD","ejecutivo","temporal","hibrido",11,1,"2024-08-11","2024-09-09",1447,5.2,"Turquia"
"AI07539",1,1,100206.0,"EUR","intermedio","temporal","presencial",3,3,"2024-03-24","2024-05-28",1544,6.6,"Alemania"
"AI07540",11,16,74112.0,"CAD","principiante","autonomo","remoto",0,14,"2024-06-06","2024-07-31",1498,5.6,"Turquia"
"AI07541",3,13,52847.0,"USD","avanzado","autonomo","presencial",9,6,"2024-04-22","2024-05-15",614,8.4,"India"
"AI07542",20,14,121952.0,"EUR","avanzado","temporal","presencial",9,14,"2024-02-03","2024-04-08",808,10.0,"Austria"
"AI07543",15,2,22932.0,"USD","principiante","completo","presencial",1,4,"2024-06-08","2024-08-12",1556,7.3,"India"
"AI07544",5,3,185551.0,"USD","ejecutivo","autonomo","hibrido",12,12,"2024-03-13","2024-05-13",608,6.6,"Suecia"
"AI07545",19,14,144980.0,"USD","ejecutivo","autonomo","hibrido",12,15,"2025-04-20","2025-05-24",1125,8.2,"Polonia"
"AI07546",19,6,137887.0,"USD","intermedio","temporal","remoto",4,7,"2024-04-09","2024-05-12",642,10.0,"Estados Unidos"
"AI07547",9,13,26422.0,"USD","principiante","completo","remoto",0,4,"2025-01-14","2025-01-30",1300,8.4,"Letonia"
"AI07548",13,1,92812.0,"USD","principiante","autonomo","remoto",0,13,"2024-12-18","2025-02-20",1521,7.3,"Estados Unidos"
"AI07549",12,10,60930.0,"USD","intermedio","completo","presencial",3,9,"2024-11-25","2025-01-23",1040,7.5,"Corea del Sur"
"AI07550",13,16,218956.0,"USD","ejecutivo","parcial","hibrido",18,10,"2024-01-21","2024-03-13",1594,8.8,"Finlandia"
"AI07551",1,15,75273.0,"USD","intermedio","temporal","hibrido",4,1,"2024-09-16","2024-10-18",801,6.0,"Israel"
"AI07552",18,6,49221.0,"USD","intermedio","temporal","presencial",2,11,"2024-08-28","2024-10-03",1967,5.6,"China"
"AI07553",5,5,199243.0,"EUR","ejecutivo","completo","presencial",13,11,"2024-12-31","2025-01-16",1820,9.5,"Indonesia"
"AI07554",19,6,98108.0,"USD","avanzado","temporal","presencial",8,9,"2024-10-19","2024-12-17",710,7.6,"Irlanda"
"AI07555",9,14,251392.0,"EUR","ejecutivo","completo","presencial",13,5,"2025-04-02","2025-06-01",1365,6.9,"Francia"
